18

0	24	0	0	0	0	13	0	0	0	0	0	0	24	0	0	0	0
24	0	0	0	0	0	0	0	13	0	0	0	0	24	0	0	0	0
0	0	0	0	0	0	0	0	0	0	13	0	0	24	24	0	0	0
0	0	0	0	0	0	13	13	0	0	0	0	0	0	24	24	0	0
0	0	0	0	0	0	0	0	13	13	0	0	0	0	0	24	24	0
0	0	0	0	0	0	0	0	0	0	13	13	0	0	0	0	24	24
13	0	0	13	0	0	0	28	0	0	0	0	0	28	0	0	0	0
0	0	0	13	0	0	28	0	0	0	0	0	0	28	0	0	0	0
0	13	0	0	13	0	0	0	0	0	0	0	0	28	28	0	0	0
0	0	0	0	13	0	0	0	0	0	0	0	0	0	28	28	0	0
0	0	13	0	0	13	0	0	0	0	0	0	0	0	0	28	28	0
0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	28	28
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
24	24	24	0	0	0	28	28	28	0	0	0	0	0	52	0	0	0
0	0	24	24	0	0	0	0	28	28	0	0	0	52	0	52	0	0
0	0	0	24	24	0	0	0	0	28	28	0	0	0	52	0	52	0
0	0	0	0	24	24	0	0	0	0	28	28	0	0	0	52	0	52
0	0	0	0	0	24	0	0	0	0	0	28	1	0	0	0	52	0
